Date,PX_LAST,Change,% Change,PX_OPEN,Change,% Change,PX_HIGH,Change,% Change,PX_LOW,Change,% Change
2018/9/6,82.4301,-0.2673,-0.323226607,82.7921,0.0947,0.114513878,83.0454,0.348,0.420811295,82.1861,-0.5113,-0.618278205
2018/9/5,82.6974,-0.4302,-0.517517648,83.1203,-0.0073,-0.00878168,83.1799,0.0523,0.062915325,82.677,-0.4506,-0.542058233
2018/9/4,83.1276,-0.6084,-0.726569218,83.689,-0.047,-0.056128786,83.7552,0.0192,0.022929206,82.9924,-0.7436,-0.888029044
2018/8/31,83.736,0.1205,0.144112037,83.69,0.0745,0.089098313,84.0902,0.4747,0.567717708,83.6248,0.0093,0.01112234
2018/8/30,83.6155,-0.2069,-0.246831396,83.9183,0.0959,0.114408559,84.1026,0.2802,0.334278188,83.3779,-0.4445,-0.530287847
2018/8/29,83.8224,0.4597,0.551445671,83.2253,-0.1374,-0.164821917,83.9541,0.5914,0.709429997,83.0728,-0.2899,-0.34775745
2018/8/28,83.3627,-0.3985,-0.475757272,83.7346,-0.0266,-0.031756947,84.146,0.3848,0.45940125,83.3215,-0.4397,-0.524944724
2018/8/27,83.7612,0.0708,0.084597517,83.5309,-0.1595,-0.190583388,83.8464,0.156,0.186401308,83.2744,-0.416,-0.497070154
2018/8/24,83.6904,0.5811,0.699199729,83.1053,-0.004,-0.004812939,84.0482,0.9389,1.129717132,83.0687,-0.0406,-0.048851332
2018/8/23,83.1093,-0.4815,-0.576020328,83.4827,-0.1081,-0.129320452,83.4955,-0.0953,-0.114007762,82.9853,-0.6055,-0.724362011
2018/8/22,83.5908,0.1482,0.177607122,83.4893,0.0467,0.055966617,83.8095,0.3669,0.439703461,83.2935,-0.1491,-0.178685707
2018/8/21,83.4426,0.1146,0.137528802,83.4027,0.0747,0.089645737,83.7743,0.4463,0.535594278,83.3708,0.0428,0.051363287
2018/8/20,83.328,-0.0177,-0.021236848,83.4704,0.1247,0.149617797,83.8011,0.4554,0.546398914,83.2516,-0.0941,-0.112903245
2018/8/17,83.3457,0.3343,0.402715772,82.9424,-0.069,-0.083121113,83.5507,0.5393,0.649669804,82.7268,-0.2846,-0.342844477
2018/8/16,83.0114,0.842,1.024712363,82.3442,0.1748,0.21273126,83.226,1.0566,1.285880145,82.3288,0.1594,0.19398949
2018/8/15,82.1694,-1.6016,-1.911878812,83.641,-0.13,-0.155184969,83.6427,-0.1283,-0.153155627,82.0006,-1.7704,-2.113380525
2018/8/14,83.771,0.2302,0.275553981,83.7018,0.161,0.192720204,84.1234,0.5826,0.697383793,83.5784,0.0376,0.045007948
2018/8/13,83.5408,-0.6899,-0.819060034,83.945,-0.2857,-0.339187493,84.0122,-0.2185,-0.259406606,83.0667,-1.164,-1.381918944
2018/8/10,84.2307,-0.6584,-0.775600165,84.8821,-0.007,-0.008246053,85.141,0.2519,0.2967401,84.1838,-0.7053,-0.830848719
2018/8/9,84.8891,-0.237,-0.278410499,85.2393,0.1132,0.132979192,85.38,0.2539,0.2982634,84.8605,-0.2656,-0.312007716
2018/8/8,85.1261,-0.3556,-0.41599547,85.5778,0.0961,0.112421723,85.692,0.2103,0.246017569,84.8798,-0.6019,-0.704127316
2018/8/7,85.4817,0.4186,0.492105272,85.0957,0.0326,0.038324491,85.8433,0.7802,0.917201466,85.0931,0.03,0.035267936
2018/8/6,85.0631,0.1632,0.192226375,84.9588,0.0589,0.069375818,85.2755,0.3756,0.442403348,84.6721,-0.2278,-0.268315982
2018/8/3,84.8999,0.3904,0.461959898,84.446,-0.0635,-0.075139481,85.1656,0.6561,0.776362421,84.2034,-0.3061,-0.362207799
2018/8/2,84.5095,0.2604,0.30908342,84.3596,0.1105,0.131158671,84.9466,0.6975,0.827902019,83.8574,-0.3917,-0.464930783
2018/8/1,84.2491,-1.1456,-1.341535248,85.1465,-0.2482,-0.290650357,85.2016,-0.1931,-0.226126446,84.1608,-1.2339,-1.444937449
2018/7/31,85.3947,0.0126,0.014757191,85.3467,-0.0354,-0.041460681,85.7047,0.3226,0.377830951,85.1122,-0.2699,-0.316108411
2018/7/30,85.3821,0.543,0.640035078,84.9841,0.145,0.170911761,85.5555,0.7164,0.844421971,84.8246,-0.0145,-0.017091176
2018/7/27,84.8391,-0.1139,-0.134074135,84.8256,-0.1274,-0.149965275,85.2212,0.2682,0.315703977,84.7102,-0.2428,-0.285805092
2018/7/26,84.953,0.0235,0.027670009,85.4444,0.5149,0.606267551,85.46,0.5305,0.624635727,84.9041,-0.0254,-0.029907158
2018/7/25,84.9295,0.8555,1.017555963,84.2893,0.2153,0.256083926,84.9835,0.9095,1.081785094,84.1361,0.0621,0.073863501
2018/7/24,84.074,0.4373,0.522856593,83.5014,-0.1353,-0.161771089,84.457,0.8203,0.980789534,83.3684,-0.2683,-0.320792188
2018/7/23,83.6367,-0.0463,-0.055327844,83.6128,-0.0702,-0.083888006,84.1681,0.4851,0.579687631,83.5006,-0.1824,-0.217965417
2018/7/20,83.683,0.6172,0.743025409,82.9984,-0.0674,-0.081140493,83.7442,0.6784,0.81670194,82.9897,-0.0761,-0.091614118
2018/7/19,83.0658,-0.0537,-0.064605778,83.076,-0.0435,-0.05233429,83.2808,0.1613,0.194057953,82.277,-0.8425,-1.0136009
2018/7/18,83.1195,0.296,0.357386491,82.8846,0.0611,0.073771333,83.2184,0.3949,0.476797044,82.4871,-0.3364,-0.406164917
2018/7/17,82.8235,-0.019,-0.022935088,83.1959,0.3534,0.426592631,83.3497,0.5072,0.61224613,82.6796,-0.1629,-0.196638199
2018/7/16,82.8425,-0.9881,-1.178686542,83.7271,-0.1035,-0.12346327,83.7631,-0.0675,-0.080519524,82.8034,-1.0272,-1.225328221
2018/7/13,83.8306,-0.179,-0.213070887,83.9196,-0.09,-0.107130614,84.0516,0.042,0.049994286,83.4272,-0.5824,-0.693254104
2018/7/12,84.0096,0.5648,0.676854639,83.8599,0.4151,0.497454605,84.1297,0.6849,0.820782122,83.447,0.0022,0.002636473
2018/7/11,83.4448,-2.3182,-2.703030444,84.9372,-0.8258,-0.962886093,85.1376,-0.6254,-0.729218894,83.3627,-2.4003,-2.798759372
2018/7/10,85.763,-0.3659,-0.424828368,86.266,0.1371,0.15918002,86.2833,0.1544,0.179266193,85.5777,-0.5512,-0.63997102
2018/7/9,86.1289,-0.079,-0.091638933,86.3524,0.1445,0.167618049,86.4273,0.2194,0.254501038,85.9506,-0.2573,-0.298464526
2018/7/6,86.2079,0.6776,0.792233863,85.4108,-0.1195,-0.139716568,86.228,0.6977,0.815734307,85.167,-0.3633,-0.424761751
2018/7/5,85.5303,-0.3947,-0.459354088,85.6375,-0.2875,-0.334594123,86.0293,0.1043,0.121384929,85.4604,-0.4646,-0.540704102
2018/7/3,85.925,0.1949,0.227341389,85.8438,0.1137,0.132625531,86.5166,0.7865,0.91741407,85.7637,0.0336,0.039192769
2018/7/2,85.7301,-1.6794,-1.92130146,87.1867,-0.2228,-0.254892203,87.2161,-0.1934,-0.221257415,85.7123,-1.6972,-1.94166538
2018/6/29,87.4095,0.6199,0.714256086,86.6329,-0.1567,-0.180551587,87.6548,0.8652,0.996893637,86.6294,-0.1602,-0.184584328
2018/6/28,86.7896,-0.3521,-0.404054546,86.9985,-0.1432,-0.164330051,87.2255,0.0838,0.096165211,86.6885,-0.4532,-0.52007248
2018/6/27,87.1417,0.614,0.709599354,86.6024,0.0747,0.086330736,87.4045,0.8768,1.013317123,86.5319,0.0042,0.004853937
2018/6/26,86.5277,0.3556,0.412662567,86.2164,0.0443,0.051408751,86.6796,0.5075,0.588937719,85.9531,-0.219,-0.254142582
2018/6/25,86.1721,-1.1482,-1.31492906,86.7452,-0.5751,-0.658609739,86.9183,-0.402,-0.460374048,86.0676,-1.2527,-1.434603408
2018/6/22,87.3203,0.901,1.04259118,86.6476,0.2283,0.264177099,87.3326,0.9133,1.056824112,86.6476,0.2283,0.264177099
2018/6/21,86.4193,-0.3586,-0.413238855,86.8174,0.0395,0.045518502,86.8606,0.0827,0.095300762,86.0786,-0.6993,-0.805850337
2018/6/20,86.7779,0.2001,0.231121604,86.7789,0.2011,0.232276634,87.0848,0.507,0.585600466,86.3857,-0.1921,-0.22188136
2018/6/19,86.5778,-1.0486,-1.196671323,87.4462,-0.1802,-0.205645787,87.4608,-0.1656,-0.188984142,85.8075,-1.8189,-2.075744296
2018/6/18,87.6264,-0.0762,-0.086884539,87.4074,-0.2952,-0.336592074,87.9101,0.2075,0.236595038,87.3527,-0.3499,-0.398961946
2018/6/15,87.7026,-1.5136,-1.696552868,89.0257,-0.1905,-0.213526243,89.1123,-0.1039,-0.11645867,87.6228,-1.5934,-1.785998507
2018/6/14,89.2162,-0.7516,-0.835410002,89.7806,-0.1872,-0.208074444,89.8288,-0.139,-0.154499721,89.0753,-0.8925,-0.99202159
2018/6/13,89.9678,0.0697,0.077532228,89.5563,-0.3418,-0.380208258,90.0958,0.1977,0.21991566,89.4488,-0.4493,-0.499788093
2018/6/12,89.8981,0.2515,0.280546055,89.7661,0.1195,0.133301207,90.0367,0.3901,0.435153146,89.5691,-0.0775,-0.086450574
2018/6/11,89.6466,-0.3288,-0.365433218,90.1941,0.2187,0.243066438,90.2185,0.2431,0.270184962,89.6212,-0.3542,-0.393663157
2018/6/8,89.9754,-0.0699,-0.077627594,89.979,-0.0663,-0.073629606,90.1467,0.1014,0.112609986,89.5956,-0.4497,-0.499415294
2018/6/7,90.0453,0.2802,0.31214804,89.9005,0.1354,0.150838132,90.4377,0.6726,0.749288978,89.8866,0.1215,0.135353272
2018/6/6,89.7651,0.0695,0.077484291,89.8383,0.1427,0.159093646,90.1457,0.4501,0.501808338,89.6736,-0.022,-0.024527402
2018/6/5,89.6956,0.2658,0.297216364,89.4851,0.0553,0.061836211,89.7364,0.3066,0.342838741,89.1641,-0.2657,-0.297104545
2018/6/4,89.4298,-1.0226,-1.130539378,90.3086,-0.1438,-0.158978645,90.355,-0.0974,-0.107680946,89.409,-1.0434,-1.153534898
2018/6/1,90.4524,-0.2635,-0.290467272,90.8267,0.1108,0.122139559,90.8558,0.1399,0.154217728,90.2678,-0.4481,-0.493959714
2018/5/31,90.7159,-0.0045,-0.004960296,90.6577,-0.0627,-0.069113452,91.2438,0.5234,0.576937491,90.5576,-0.1628,-0.179452472
2018/5/30,90.7204,0.444,0.491822891,89.9881,-0.2883,-0.319352566,90.7591,0.4827,0.534691237,89.8642,-0.4122,-0.456597738
