Date,PX_LAST,Change,% Change,PX_OPEN,Change,% Change,PX_HIGH,Change,% Change,PX_LOW,Change,% Change
2019/1/23,2638.7,5.8,0.220289415,2643.48,10.58,0.401838277,2653.19,20.29,0.770633142,2612.86,-20.04,-0.761137909
2019/1/22,2632.9,-37.81,-1.415728402,2657.88,-12.83,-0.480396599,2657.88,-12.83,-0.480396599,2617.27,-53.44,-2.000966035
2019/1/18,2670.71,34.75,1.318305285,2651.27,15.31,0.580813062,2675.47,39.51,1.498884657,2647.58,11.62,0.440826113
2019/1/17,2635.96,19.86,0.759145293,2609.28,-6.82,-0.260693399,2645.06,28.96,1.106991323,2606.36,-9.74,-0.372309927
2019/1/16,2616.1,5.8,0.222196682,2614.75,4.45,0.170478489,2625.76,15.46,0.592269088,2612.68,2.38,0.091177259
2019/1/15,2610.3,27.69,1.072171176,2585.1,2.49,0.096414093,2613.08,30.47,1.179814219,2585.1,2.49,0.096414093
2019/1/14,2582.61,-13.65,-0.52575628,2580.31,-15.95,-0.61434525,2589.32,-6.94,-0.267307589,2570.41,-25.85,-0.995662992
2019/1/11,2596.26,-0.38,-0.014634297,2588.11,-8.53,-0.328501448,2596.27,-0.37,-0.014249184,2577.4,-19.24,-0.740957545
2019/1/10,2596.64,11.68,0.451844516,2573.51,-11.45,-0.442946893,2597.82,12.86,0.497493191,2562.02,-22.94,-0.887441198
2019/1/9,2584.96,10.55,0.409802634,2580,5.59,0.21713713,2595.32,20.91,0.812224937,2568.89,-5.52,-0.214418061
2019/1/8,2574.41,24.72,0.969529629,2568.11,18.42,0.722440767,2579.82,30.13,1.181712287,2547.56,-2.13,-0.083539568
2019/1/7,2549.69,17.75,0.701043469,2535.61,3.67,0.144948143,2566.16,34.22,1.351532817,2524.56,-7.38,-0.291476101
2019/1/4,2531.94,84.05,3.433569319,2474.33,26.44,1.080113894,2538.07,90.18,3.683989068,2474.33,26.44,1.080113894
2019/1/3,2447.89,-62.14,-2.475667622,2491.92,-18.11,-0.721505321,2493.14,-16.89,-0.672900324,2443.96,-66.07,-2.632239455
2019/1/2,2510.03,3.18,0.126852424,2476.96,-29.89,-1.192333008,2519.49,12.64,0.504218441,2467.47,-39.38,-1.570895746
2018/12/31,2506.85,21.11,0.849244088,2498.94,13.2,0.531028989,2509.24,23.5,0.945392519,2482.82,-2.92,-0.117470049
2018/12/28,2485.74,-3.09,-0.124154723,2498.77,9.94,0.39938445,2520.27,31.44,1.263244175,2472.89,-15.94,-0.640461582
