Date,PX_LAST,Change,% Change,PX_OPEN,Change,% Change,PX_HIGH,Change,% Change,PX_LOW,Change,% Change
2016/10/18,2139.6,13.1,0.616035739,2138.31,11.81,0.555372678,2144.38,17.88,0.840818246,2135.49,8.99,0.422760404
2016/10/17,2126.5,-6.48,-0.303800317,2132.95,-0.03,-0.001406483,2135.61,2.63,0.123301672,2124.43,-8.55,-0.40084764
2016/10/14,2132.98,0.43,0.020163654,2139.68,7.13,0.334341516,2149.19,16.64,0.780286511,2132.98,0.43,0.020163654
2016/10/13,2132.55,-6.63,-0.309931843,2130.26,-8.92,-0.416982208,2138.19,-0.99,-0.046279415,2114.72,-24.46,-1.14342879
2016/10/12,2139.18,2.45,0.114661188,2137.67,0.94,0.043992456,2145.36,8.63,0.403888184,2132.77,-3.96,-0.18532992
2016/10/11,2136.73,-26.93,-1.244650269,2161.35,-2.31,-0.10676354,2161.56,-2.1,-0.097057763,2128.84,-34.82,-1.60931015
2016/10/10,2163.66,9.92,0.460594129,2160.39,6.65,0.308765218,2169.6,15.86,0.736393437,2160.39,6.65,0.308765218
2016/10/7,2153.74,-7.03,-0.325346983,2164.19,3.42,0.158276911,2165.86,5.09,0.235564174,2144.85,-15.92,-0.736774391
2016/10/6,2160.77,1.04,0.048154167,2158.22,-1.51,-0.069916147,2162.93,3.2,0.148166669,2150.28,-9.45,-0.437554694
2016/10/5,2159.73,9.24,0.429669517,2155.15,4.66,0.2166948,2163.95,13.46,0.625903864,2155.15,4.66,0.2166948
2016/10/4,2150.49,-10.71,-0.495558023,2163.37,2.17,0.100407181,2165.46,4.26,0.197112715,2144.01,-17.19,-0.795391449
2016/10/3,2161.2,-7.07,-0.326066403,2164.33,-3.94,-0.181711687,2164.41,-3.86,-0.17802211,2154.77,-13.5,-0.622616187
2016/9/30,2168.27,17.14,0.796790524,2156.51,5.38,0.25010111,2175.3,24.17,1.123595506,2156.51,5.38,0.25010111
2016/9/29,2151.13,-20.24,-0.932130406,2168.9,-2.47,-0.113753068,2172.67,1.3,0.059870036,2145.2,-26.17,-1.205229878
2016/9/28,2171.37,11.44,0.529646794,2161.85,1.92,0.08889177,2172.4,12.47,0.577333525,2151.79,-8.14,-0.376864065
2016/9/27,2159.93,13.83,0.644424771,2146.04,-0.06,-0.002795769,2161.13,15.03,0.700340152,2141.55,-4.55,-0.212012488
2016/9/26,2146.1,-18.59,-0.858783475,2158.54,-6.15,-0.284105345,2158.54,-6.15,-0.284105345,2145.04,-19.65,-0.907751225
2016/9/23,2164.69,-12.49,-0.573677877,2173.29,-3.89,-0.178671492,2173.75,-3.43,-0.157543244,2163.97,-13.21,-0.606748179
2016/9/22,2177.18,14.06,0.649987056,2170.94,7.82,0.361514849,2179.99,16.87,0.779892008,2170.94,7.82,0.361514849
2016/9/21,2163.12,23.36,1.09171122,2144.58,4.82,0.225258908,2165.11,25.35,1.184712304,2139.57,-0.19,-0.008879501
2016/9/20,2139.76,0.64,0.029918845,2145.94,6.82,0.318822693,2150.8,11.68,0.546018924,2139.17,0.05,0.00233741
2016/9/19,2139.12,-0.04,-0.001869893,2143.99,4.83,0.225789562,2153.61,14.45,0.675498794,2135.91,-3.25,-0.151928794
2016/9/16,2139.16,-8.1,-0.377224929,2146.48,-0.78,-0.036325363,2146.48,-0.78,-0.036325363,2131.2,-16.06,-0.74792992
2016/9/15,2147.26,21.49,1.010927805,2125.36,-0.41,-0.019287129,2151.31,25.54,1.201447005,2122.36,-3.41,-0.160412462
2016/9/14,2125.77,-1.25,-0.058767666,2127.86,0.84,0.039491871,2141.33,14.31,0.672772235,2119.9,-7.12,-0.334740623
2016/9/13,2127.02,-32.02,-1.483066548,2150.47,-8.57,-0.396935675,2150.47,-8.57,-0.396935675,2120.27,-38.77,-1.795705499
2016/9/12,2159.04,31.23,1.467706233,2120.86,-6.95,-0.326626907,2163.3,35.49,1.667912079,2119.12,-8.69,-0.408401126
2016/9/9,2127.81,-53.49,-2.452207399,2169.08,-12.22,-0.560216385,2169.08,-12.22,-0.560216385,2127.81,-53.49,-2.452207399
2016/9/8,2181.3,-4.86,-0.222307608,2182.76,-3.4,-0.155523841,2184.94,-1.22,-0.055805613,2177.49,-8.67,-0.396585794
2016/9/7,2186.16,-0.32,-0.014635396,2185.17,-1.31,-0.059913651,2187.87,1.39,0.0635725,2179.07,-7.41,-0.338900882
2016/9/6,2186.48,6.5,0.298167873,2181.61,1.63,0.074771328,2186.57,6.59,0.302296351,2175.1,-4.88,-0.223855265
2016/9/2,2179.98,9.12,0.420110002,2177.49,6.63,0.305408916,2184.87,14.01,0.645366353,2173.59,2.73,0.125756613
2016/9/1,2170.86,-0.09,-0.004145651,2171.33,0.38,0.017503858,2173.56,2.61,0.120223865,2157.09,-13.86,-0.63843018
2016/8/31,2170.95,-5.17,-0.23757881,2173.56,-2.56,-0.117640571,2173.79,-2.33,-0.107071301,2161.35,-14.77,-0.678730952
2016/8/30,2176.12,-4.26,-0.195378787,2179.45,-0.93,-0.042653116,2182.27,1.89,0.086682138,2170.41,-9.97,-0.457259744
2016/8/29,2180.38,11.34,0.522811935,2170.19,1.15,0.053018847,2183.48,14.44,0.665732306,2170.19,1.15,0.053018847
2016/8/26,2169.04,-3.43,-0.157884804,2175.1,2.63,0.12106036,2187.94,15.47,0.712092687,2160.39,-12.08,-0.556049105
2016/8/25,2172.47,-2.97,-0.136524105,2173.29,-2.15,-0.098830581,2179,3.56,0.163645056,2169.74,-5.7,-0.26201596
2016/8/24,2175.44,-11.46,-0.524029448,2185.09,-1.81,-0.082765559,2186.66,-0.24,-0.010974439,2171.25,-15.65,-0.715624857
2016/8/23,2186.9,4.26,0.195176484,2187.81,5.17,0.236869113,2193.42,10.78,0.493897299,2186.8,4.16,0.190594876
2016/8/22,2182.64,-1.23,-0.056322034,2181.58,-2.29,-0.104859722,2185.15,1.28,0.058611547,2175.96,-7.91,-0.362201047
2016/8/19,2183.87,-3.15,-0.144031605,2184.24,-2.78,-0.127113607,2185,-2.02,-0.092363124,2175.13,-11.89,-0.543662152
2016/8/18,2187.02,4.8,0.219959491,2181.9,-0.32,-0.014663966,2187.03,4.81,0.22041774,2180.46,-1.76,-0.080651813
2016/8/17,2182.22,4.07,0.186855818,2177.84,-0.31,-0.014232261,2183.08,4.93,0.226338866,2168.5,-9.65,-0.443036522
2016/8/16,2178.15,-12,-0.547907678,2186.24,-3.91,-0.178526585,2186.24,-3.91,-0.178526585,2178.14,-12.01,-0.548364267
2016/8/15,2190.15,6.1,0.279297635,2186.08,2.03,0.09294659,2193.81,9.76,0.446876216,2186.08,2.03,0.09294659
2016/8/12,2184.05,-1.74,-0.079605086,2183.74,-2.05,-0.093787601,2186.28,0.49,0.022417524,2179.42,-6.37,-0.291427813
2016/8/11,2185.79,10.3,0.473456555,2177.97,2.48,0.113997306,2188.45,12.96,0.595727859,2177.97,2.48,0.113997306
2016/8/10,2175.49,-6.25,-0.286468598,2182.81,1.07,0.049043424,2183.41,1.67,0.07654441,2172,-9.74,-0.446432664
2016/8/9,2181.74,0.85,0.038974914,2182.24,1.35,0.061901334,2187.66,6.77,0.310423726,2178.61,-2.28,-0.104544475
2016/8/8,2180.89,-1.98,-0.090706272,2183.76,0.89,0.040772011,2185.44,2.57,0.117734909,2177.85,-5.02,-0.229972467
2016/8/5,2182.87,18.62,0.86034423,2168.79,4.54,0.209772438,2182.87,18.62,0.86034423,2168.79,4.54,0.209772438
2016/8/4,2164.25,0.46,0.021258995,2163.51,-0.28,-0.012940258,2168.19,4.4,0.203346905,2159.07,-4.72,-0.218135771
2016/8/3,2163.79,6.76,0.31339388,2156.81,-0.22,-0.010199209,2163.79,6.76,0.31339388,2152.56,-4.47,-0.207229385
2016/8/2,2157.03,-13.81,-0.636159275,2169.94,-0.9,-0.041458606,2170.2,-0.64,-0.029481675,2147.58,-23.26,-1.071474637
2016/8/1,2170.84,-2.76,-0.126978285,2173.15,-0.45,-0.020702981,2178.29,4.69,0.215771071,2166.21,-7.39,-0.339988958
2016/7/29,2173.6,3.54,0.16312913,2168.83,-1.23,-0.05668046,2177.09,7.03,0.323954176,2163.49,-6.57,-0.302756606
2016/7/28,2170.06,3.48,0.160621809,2166.05,-0.53,-0.024462517,2172.85,6.27,0.289396191,2159.74,-6.84,-0.315704936
2016/7/27,2166.58,-2.6,-0.119860961,2169.81,0.63,0.029043233,2174.98,5.8,0.267382144,2159.07,-10.11,-0.466074738
2016/7/26,2169.18,0.7,0.032280676,2168.97,0.49,0.022596473,2173.54,5.06,0.233343171,2160.18,-8.3,-0.382756585
2016/7/25,2168.48,-6.55,-0.301145272,2173.71,-1.32,-0.060688818,2173.71,-1.32,-0.060688818,2161.95,-13.08,-0.601371016
2016/7/22,2175.03,9.86,0.455391494,2166.47,1.3,0.060041475,2175.11,9.94,0.459086353,2163.24,-1.93,-0.089138497
2016/7/21,2165.17,-7.85,-0.361248401,2172.91,-0.11,-0.00506208,2174.56,1.54,0.070869113,2159.75,-13.27,-0.610670864
2016/7/20,2173.02,9.24,0.427030474,2166.1,2.32,0.107219773,2175.63,11.85,0.547652719,2164.89,1.11,0.051299115
2016/7/19,2163.78,-3.11,-0.143523668,2163.79,-3.1,-0.143062177,2164.63,-2.26,-0.104296942,2159.01,-7.88,-0.363654823
2016/7/18,2166.89,5.15,0.238234015,2162.04,0.3,0.01387771,2168.35,6.61,0.305772202,2159.63,-2.11,-0.097606558
2016/7/15,2161.74,-2.01,-0.092894281,2165.13,1.38,0.063778163,2169.05,5.3,0.244945118,2155.79,-7.96,-0.367879838
2016/7/14,2163.75,11.32,0.525917219,2157.88,5.45,0.253202195,2168.99,16.56,0.769362999,2157.88,5.45,0.253202195
2016/7/13,2152.43,0.29,0.01347496,2153.81,1.67,0.077597182,2156.45,4.31,0.200265782,2146.21,-5.93,-0.275539695
2016/7/12,2152.14,14.98,0.700930206,2139.5,2.34,0.1094911,2155.4,18.24,0.85346909,2139.5,2.34,0.1094911
2016/7/11,2137.16,7.26,0.340861073,2131.72,1.82,0.085450021,2143.16,13.26,0.62256444,2131.72,1.82,0.085450021
2016/7/8,2129.9,32,1.525334859,2106.97,9.07,0.432337099,2131.71,33.81,1.611611612,2106.97,9.07,0.432337099
2016/7/7,2097.9,-1.83,-0.087154063,2100.42,0.69,0.032861368,2109.08,9.35,0.445295347,2089.39,-10.34,-0.492444267
2016/7/6,2099.73,11.18,0.53529961,2084.43,-4.12,-0.197266046,2100.72,12.17,0.582700917,2074.02,-14.53,-0.695697972
2016/7/5,2088.55,-14.4,-0.684752372,2095.05,-7.9,-0.375662759,2095.05,-7.9,-0.375662759,2080.86,-22.09,-1.050429159
2016/7/1,2102.95,4.09,0.19486769,2099.34,0.48,0.022869558,2108.71,9.85,0.469302383,2097.9,-0.96,-0.045739116
2016/6/30,2098.86,28.09,1.356500239,2073.17,2.4,0.115898917,2098.94,28.17,1.360363536,2070,-0.77,-0.037184236
2016/6/29,2070.77,34.68,1.70326459,2042.69,6.6,0.324150701,2073.13,37.04,1.819173023,2042.69,6.6,0.324150701
2016/6/28,2036.09,35.55,1.777020205,2006.67,6.13,0.306417267,2036.09,35.55,1.777020205,2006.67,6.13,0.306417267
2016/6/27,2000.54,-36.87,-1.809650488,2031.45,-5.96,-0.292528259,2031.45,-5.96,-0.292528259,1991.68,-45.73,-2.244516322
2016/6/24,2037.41,-75.91,-3.591978498,2103.81,-9.51,-0.450002839,2103.81,-9.51,-0.450002839,2032.57,-80.75,-3.821002025
2016/6/23,2113.32,27.87,1.336402215,2092.8,7.35,0.352441919,2113.32,27.87,1.336402215,2092.8,7.35,0.352441919
2016/6/22,2085.45,-3.45,-0.165158696,2089.75,0.85,0.040691273,2099.71,10.81,0.517497247,2084.36,-4.54,-0.217339269
2016/6/21,2088.9,5.65,0.271210848,2085.19,1.94,0.093123725,2093.66,10.41,0.499699988,2083.02,-0.23,-0.011040442
2016/6/20,2083.25,12.03,0.580817103,2075.58,4.36,0.210503954,2100.66,29.44,1.421384498,2075.58,4.36,0.210503954
2016/6/17,2071.22,-6.77,-0.325795601,2078.2,0.21,0.01010592,2078.2,0.21,0.01010592,2062.84,-15.15,-0.729069919
2016/6/16,2077.99,6.49,0.313299541,2066.36,-5.14,-0.248129375,2079.62,8.12,0.391986483,2050.37,-21.13,-1.020033792
2016/6/15,2071.5,-3.82,-0.184067999,2077.6,2.28,0.109862575,2085.65,10.33,0.497754563,2069.8,-5.52,-0.265983077
2016/6/14,2075.32,-3.74,-0.179888988,2076.65,-2.41,-0.115917771,2081.3,2.24,0.107740998,2064.1,-14.96,-0.719555953
2016/6/13,2079.06,-17.01,-0.811518699,2091.75,-4.32,-0.206099987,2098.12,2.05,0.097802077,2078.46,-17.61,-0.840143697
2016/6/10,2096.07,-19.41,-0.917522264,2109.57,-5.91,-0.279369221,2109.57,-5.91,-0.279369221,2089.96,-25.52,-1.206345605
2016/6/9,2115.48,-3.64,-0.171769414,2115.65,-3.47,-0.163747216,2117.64,-1.48,-0.069840311,2107.73,-11.39,-0.537487259
2016/6/8,2119.12,6.99,0.330945538,2112.71,0.58,0.027460431,2120.55,8.42,0.398649704,2112.71,0.58,0.027460431
2016/6/7,2112.13,2.72,0.128946009,2110.18,0.77,0.036503098,2119.22,9.81,0.46505895,2110.18,0.77,0.036503098
2016/6/6,2109.41,10.28,0.489726696,2100.83,1.7,0.080985932,2113.36,14.23,0.677899892,2100.83,1.7,0.080985932
2016/6/3,2099.13,-6.13,-0.291175437,2104.07,-1.19,-0.056525085,2104.07,-1.19,-0.056525085,2085.36,-19.9,-0.945251418
2016/6/2,2105.26,5.93,0.282471074,2097.71,-1.62,-0.077167477,2105.26,5.93,0.282471074,2088.59,-10.74,-0.511591794
2016/6/1,2099.33,2.37,0.113020754,2093.94,-3.02,-0.144018007,2100.97,4.01,0.191229208,2085.1,-11.86,-0.56558065
2016/5/31,2096.96,-2.1,-0.100044782,2100.13,1.07,0.050975198,2103.48,4.42,0.210570446,2088.66,-10.4,-0.495459873
2016/5/27,2099.06,8.96,0.428687623,2090.06,-0.04,-0.001913784,2099.06,8.96,0.428687623,2090.06,-0.04,-0.001913784
2016/5/26,2090.1,-0.44,-0.021047194,2091.44,0.9,0.043051078,2094.3,3.76,0.179857836,2087.08,-3.46,-0.165507477
2016/5/25,2090.54,14.48,0.697475025,2078.93,2.87,0.138242633,2094.73,18.67,0.899299635,2078.93,2.87,0.138242633
2016/5/24,2076.06,28.02,1.368137341,2052.65,4.61,0.22509326,2079.67,31.63,1.54440343,2052.65,4.61,0.22509326
2016/5/23,2048.04,-4.28,-0.208544476,2052.23,-0.09,-0.004385281,2055.58,3.26,0.158844625,2047.26,-5.06,-0.246550246
2016/5/20,2052.32,12.28,0.601948981,2041.88,1.84,0.09019431,2058.35,18.31,0.897531421,2041.88,1.84,0.09019431
2016/5/19,2040.04,-7.59,-0.370672436,2044.21,-3.42,-0.167022362,2044.21,-3.42,-0.167022362,2025.91,-21.72,-1.060738512
2016/5/18,2047.63,0.42,0.020515726,2044.38,-2.83,-0.138236918,2060.61,13.4,0.654549362,2034.49,-12.72,-0.621333425
2016/5/17,2047.21,-19.45,-0.941132068,2065.04,-1.62,-0.07838735,2065.69,-0.97,-0.046935635,2040.82,-25.84,-1.250326614
2016/5/16,2066.66,20.05,0.979668818,2046.53,-0.08,-0.003908903,2071.88,25.27,1.23472474,2046.53,-0.08,-0.003908903
2016/5/13,2046.61,,,2062.5,,,2066.79,,,2043.13,,
2016/5/12,2064.11,,,2067.17,,,2073.99,,,2053.13,,
2016/5/11,2064.46,,,2083.29,,,2083.29,,,2064.46,,
2016/5/10,2084.39,,,2062.63,,,2084.87,,,2062.63,,
2016/5/9,2058.69,,,2057.55,,,2064.15,,,2054.31,,
2016/5/6,2057.14,,,2047.77,,,2057.72,,,2039.45,,
2016/5/5,2050.63,,,2052.95,,,2060.23,,,2045.77,,
2016/5/4,2051.12,,,2060.3,,,2060.3,,,2045.55,,
2016/5/3,2063.37,,,2077.18,,,2077.18,,,2054.89,,
2016/5/2,2081.43,,,2067.17,,,2083.42,,,2066.11,,
2016/4/29,2065.3,,,2071.82,,,2073.85,,,2052.28,,
2016/4/28,2075.81,,,2090.93,,,2099.3,,,2071.62,,
2016/4/27,2095.15,,,2092.33,,,2099.89,,,2082.31,,
2016/4/26,2091.7,,,2089.84,,,2096.87,,,2085.8,,
2016/4/25,2087.79,,,2089.37,,,2089.37,,,2077.52,,
2016/4/22,2091.58,,,2091.49,,,2094.32,,,2081.2,,
2016/4/21,2091.48,,,2102.09,,,2103.78,,,2088.52,,
2016/4/20,2102.4,,,2101.52,,,2111.05,,,2096.32,,
2016/4/19,2100.8,,,2096.05,,,2104.05,,,2091.68,,
2016/4/18,2094.34,,,2078.83,,,2094.66,,,2073.65,,
2016/4/15,2080.73,,,2083.1,,,2083.22,,,2076.31,,
2016/4/14,2082.78,,,2082.89,,,2087.84,,,2078.13,,
2016/4/13,2082.42,,,2065.92,,,2083.18,,,2065.92,,
2016/4/12,2061.72,,,2043.72,,,2065.05,,,2039.74,,
2016/4/11,2041.99,,,2050.23,,,2062.93,,,2041.88,,
2016/4/8,2047.6,,,2045.54,,,2060.63,,,2041.69,,
2016/4/7,2041.91,,,2063.01,,,2063.01,,,2033.8,,
2016/4/6,2066.66,,,2045.56,,,2067.33,,,2043.09,,
2016/4/5,2045.17,,,2062.5,,,2062.5,,,2042.56,,
2016/4/4,2066.13,,,2073.19,,,2074.02,,,2062.57,,
2016/4/1,2072.78,,,2056.62,,,2075.07,,,2043.98,,
2016/3/31,2059.74,,,2063.77,,,2067.92,,,2057.46,,
2016/3/30,2063.95,,,2058.27,,,2072.21,,,2058.27,,
2016/3/29,2055.01,,,2035.75,,,2055.91,,,2028.31,,
2016/3/28,2037.05,,,2037.89,,,2042.67,,,2031.96,,
2016/3/24,2035.94,,,2032.48,,,2036.04,,,2022.49,,
2016/3/23,2036.71,,,2048.55,,,2048.55,,,2034.86,,
2016/3/22,2049.8,,,2048.64,,,2056.6,,,2040.57,,
2016/3/21,2051.6,,,2047.88,,,2053.91,,,2043.14,,
2016/3/18,2049.58,,,2041.16,,,2052.36,,,2041.16,,
2016/3/17,2040.59,,,2026.9,,,2046.24,,,2022.16,,
2016/3/16,2027.22,,,2014.24,,,2032.02,,,2010.04,,
2016/3/15,2015.93,,,2015.27,,,2015.94,,,2005.23,,
2016/3/14,2019.64,,,2019.27,,,2024.57,,,2012.05,,
2016/3/11,2022.19,,,1994.71,,,2022.37,,,1994.71,,
2016/3/10,1989.57,,,1990.97,,,2005.08,,,1969.25,,
2016/3/9,1989.26,,,1981.44,,,1992.69,,,1979.84,,
2016/3/8,1979.26,,,1996.88,,,1996.88,,,1977.43,,
2016/3/7,2001.76,,,1996.11,,,2006.12,,,1989.38,,
2016/3/4,1999.99,,,1994.01,,,2009.13,,,1986.77,,
2016/3/3,1993.4,,,1985.6,,,1993.69,,,1977.37,,
2016/3/2,1986.45,,,1976.6,,,1986.51,,,1968.8,,
2016/3/1,1978.35,,,1937.09,,,1978.35,,,1937.09,,
2016/2/29,1932.23,,,1947.13,,,1958.27,,,1931.81,,
2016/2/26,1948.05,,,1954.95,,,1962.96,,,1945.78,,
2016/2/25,1951.7,,,1931.87,,,1951.83,,,1925.41,,
2016/2/24,1929.8,,,1917.56,,,1932.08,,,1891,,
2016/2/23,1921.27,,,1942.38,,,1942.38,,,1919.44,,
2016/2/22,1945.5,,,1924.44,,,1946.7,,,1924.44,,
2016/2/19,1917.78,,,1916.74,,,1918.78,,,1902.17,,
2016/2/18,1917.83,,,1927.57,,,1930,,,1915.09,,
2016/2/17,1926.82,,,1898.8,,,1930.68,,,1898.8,,
2016/2/16,1895.58,,,1871.44,,,1895.77,,,1871.44,,
2016/2/12,1864.78,,,1833.4,,,1864.78,,,1833.4,,
2016/2/11,1829.08,,,1847,,,1847,,,1810.1,,
2016/2/10,1851.86,,,1857.1,,,1881.6,,,1850.32,,
2016/2/9,1852.21,,,1848.46,,,1868.25,,,1834.94,,
2016/2/8,1853.44,,,1873.25,,,1873.25,,,1828.46,,
2016/2/5,1880.05,,,1913.07,,,1913.07,,,1872.65,,
2016/2/4,1915.45,,,1911.67,,,1927.35,,,1900.52,,
2016/2/3,1912.53,,,1907.07,,,1918.01,,,1872.23,,
2016/2/2,1903.03,,,1935.26,,,1935.26,,,1897.29,,
2016/2/1,1939.38,,,1936.94,,,1947.2,,,1920.3,,
2016/1/29,1940.24,,,1894,,,1940.24,,,1894,,
2016/1/28,1893.36,,,1885.22,,,1902.96,,,1873.65,,
2016/1/27,1882.95,,,1902.52,,,1916.99,,,1872.7,,
2016/1/26,1903.63,,,1878.79,,,1906.73,,,1878.79,,
2016/1/25,1877.08,,,1906.28,,,1906.28,,,1875.97,,
2016/1/22,1906.9,,,1877.4,,,1908.85,,,1877.4,,
2016/1/21,1868.99,,,1861.46,,,1889.85,,,1848.98,,
2016/1/20,1859.33,,,1876.18,,,1876.18,,,1812.29,,
2016/1/19,1881.33,,,1888.66,,,1901.44,,,1864.6,,
2016/1/15,1880.33,,,1916.68,,,1916.68,,,1857.83,,
2016/1/14,1921.84,,,1891.68,,,1934.47,,,1878.93,,
2016/1/13,1890.28,,,1940.34,,,1950.33,,,1886.41,,
2016/1/12,1938.68,,,1927.83,,,1947.38,,,1914.35,,
2016/1/11,1923.67,,,1926.12,,,1935.65,,,1901.1,,
2016/1/8,1922.03,,,1945.97,,,1960.4,,,1918.46,,
2016/1/7,1943.09,,,1985.32,,,1985.32,,,1938.83,,
2016/1/6,1990.26,,,2011.71,,,2011.71,,,1979.05,,
2016/1/5,2016.71,,,2013.78,,,2021.94,,,2004.17,,
2016/1/4,2012.66,,,2038.2,,,2038.2,,,1989.68,,
2015/12/31,2043.94,,,2060.59,,,2062.54,,,2043.62,,
2015/12/30,2063.36,,,2077.34,,,2077.34,,,2061.97,,
2015/12/29,2078.36,,,2060.54,,,2081.56,,,2060.54,,
2015/12/28,2056.5,,,2057.77,,,2057.77,,,2044.2,,
2015/12/24,2060.99,,,2063.52,,,2067.36,,,2058.73,,
2015/12/23,2064.29,,,2042.2,,,2064.73,,,2042.2,,
2015/12/22,2038.97,,,2023.15,,,2042.74,,,2020.49,,
2015/12/21,2021.15,,,2010.27,,,2022.9,,,2005.93,,
2015/12/18,2005.55,,,2040.81,,,2040.81,,,2005.33,,
2015/12/17,2041.89,,,2073.76,,,2076.37,,,2041.66,,
2015/12/16,2073.07,,,2046.5,,,2076.72,,,2042.43,,
2015/12/15,2043.41,,,2025.55,,,2053.87,,,2025.55,,
2015/12/14,2021.94,,,2013.37,,,2022.92,,,1993.26,,
2015/12/11,2012.37,,,2047.27,,,2047.27,,,2008.8,,
2015/12/10,2052.23,,,2047.93,,,2067.65,,,2045.67,,
2015/12/9,2047.62,,,2061.17,,,2080.33,,,2036.53,,
2015/12/8,2063.59,,,2073.39,,,2073.85,,,2052.32,,
2015/12/7,2077.07,,,2090.42,,,2090.42,,,2066.78,,
2015/12/4,2091.69,,,2051.24,,,2093.84,,,2051.24,,
2015/12/3,2049.62,,,2080.71,,,2085,,,2042.35,,
2015/12/2,2079.51,,,2101.71,,,2104.27,,,2077.11,,
2015/12/1,2102.63,,,2082.93,,,2103.37,,,2082.93,,
2015/11/30,2080.41,,,2090.95,,,2093.81,,,2080.41,,
2015/11/27,2090.11,,,2088.82,,,2093.29,,,2084.13,,
2015/11/25,2088.87,,,2089.3,,,2093,,,2086.3,,
2015/11/24,2089.14,,,2084.42,,,2094.12,,,2070.29,,
2015/11/23,2086.59,,,2089.41,,,2095.61,,,2081.39,,
2015/11/20,2089.17,,,2082.82,,,2097.06,,,2082.82,,
2015/11/19,2081.24,,,2083.7,,,2086.74,,,2078.76,,
2015/11/18,2083.58,,,2051.99,,,2085.31,,,2051.99,,
2015/11/17,2050.44,,,2053.67,,,2066.69,,,2045.9,,
2015/11/16,2053.19,,,2022.08,,,2053.22,,,2019.39,,
2015/11/13,2023.04,,,2044.64,,,2044.64,,,2022.02,,
2015/11/12,2045.97,,,2072.29,,,2072.29,,,2045.66,,
2015/11/11,2075,,,2083.41,,,2086.94,,,2074.85,,
2015/11/10,2081.72,,,2077.19,,,2083.67,,,2069.91,,
2015/11/9,2078.58,,,2096.56,,,2096.56,,,2068.24,,
2015/11/6,2099.2,,,2098.6,,,2101.91,,,2083.74,,
2015/11/5,2099.93,,,2101.68,,,2108.78,,,2090.41,,
2015/11/4,2102.31,,,2110.6,,,2114.59,,,2096.98,,
2015/11/3,2109.79,,,2102.63,,,2116.48,,,2097.51,,
2015/11/2,2104.05,,,2080.76,,,2106.2,,,2080.76,,
2015/10/30,2079.36,,,2090,,,2094.32,,,2079.34,,
2015/10/29,2089.41,,,2088.35,,,2092.52,,,2082.63,,
2015/10/28,2090.35,,,2066.48,,,2090.35,,,2063.11,,
2015/10/27,2065.89,,,2068.75,,,2070.37,,,2058.84,,
2015/10/26,2071.18,,,2075.08,,,2075.14,,,2066.53,,
2015/10/23,2075.15,,,2058.19,,,2079.74,,,2058.19,,
2015/10/22,2052.51,,,2021.88,,,2055.2,,,2021.88,,
2015/10/21,2018.94,,,2033.47,,,2037.97,,,2017.22,,
2015/10/20,2030.77,,,2033.13,,,2039.12,,,2026.61,,
2015/10/19,2033.66,,,2031.73,,,2034.45,,,2022.31,,
2015/10/16,2033.11,,,2024.37,,,2033.54,,,2020.46,,
2015/10/15,2023.86,,,1996.47,,,2024.15,,,1996.47,,
2015/10/14,1994.24,,,2003.66,,,2009.56,,,1990.73,,
2015/10/13,2003.69,,,2015,,,2022.34,,,2001.78,,
2015/10/12,2017.46,,,2015.65,,,2018.66,,,2010.55,,
2015/10/9,2014.89,,,2013.73,,,2020.13,,,2007.61,,
2015/10/8,2013.43,,,1994.01,,,2016.5,,,1987.53,,
2015/10/7,1995.83,,,1982.34,,,1999.31,,,1976.44,,
2015/10/6,1979.92,,,1986.63,,,1991.62,,,1971.99,,
2015/10/5,1987.05,,,1954.33,,,1989.17,,,1954.33,,
2015/10/2,1951.36,,,1921.77,,,1951.36,,,1893.7,,
2015/10/1,1923.82,,,1919.65,,,1927.21,,,1900.7,,
2015/9/30,1920.03,,,1887.14,,,1920.53,,,1887.14,,
2015/9/29,1884.09,,,1881.9,,,1899.48,,,1871.91,,
2015/9/28,1881.77,,,1929.18,,,1929.18,,,1879.21,,
2015/9/25,1931.34,,,1935.93,,,1952.89,,,1921.5,,
2015/9/24,1932.24,,,1934.81,,,1937.17,,,1908.92,,
2015/9/23,1938.76,,,1943.24,,,1949.52,,,1932.57,,
2015/9/22,1942.74,,,1961.39,,,1961.39,,,1929.22,,
2015/9/21,1966.97,,,1960.84,,,1979.64,,,1955.8,,
2015/9/18,1958.03,,,1989.66,,,1989.66,,,1953.45,,
2015/9/17,1990.2,,,1995.33,,,2020.86,,,1986.73,,
2015/9/16,1995.31,,,1978.02,,,1997.26,,,1977.93,,
2015/9/15,1978.09,,,1955.1,,,1983.19,,,1954.3,,
2015/9/14,1953.03,,,1963.06,,,1963.06,,,1948.27,,
2015/9/11,1961.05,,,1951.45,,,1961.05,,,1939.19,,
2015/9/10,1952.29,,,1941.59,,,1965.29,,,1937.19,,
2015/9/9,1942.04,,,1971.45,,,1988.63,,,1937.88,,
2015/9/8,1969.41,,,1927.3,,,1970.42,,,1927.3,,
2015/9/4,1921.22,,,1947.76,,,1947.76,,,1911.21,,
2015/9/3,1951.13,,,1950.79,,,1975.01,,,1944.72,,
2015/9/2,1948.86,,,1916.52,,,1948.91,,,1916.52,,
2015/9/1,1913.85,,,1970.09,,,1970.09,,,1903.07,,
2015/8/31,1972.18,,,1986.73,,,1986.73,,,1965.98,,
